Date,Time,date_time,altimeter,air_temp,relative_humidity,wind_direction,wind_speed,sea_level_pressure,Unnamed: 9
01/02/24,07:51,2024-01-02 07:51:00,30.22,50,68.16,40,9.21,1023.2,1023.39
01/02/24,08:51,2024-01-02 08:51:00,30.24,53.96,61.43,30,8.06,1024.1,1024.06
01/02/24,09:51,2024-01-02 09:51:00,30.26,59,57.6,0,0,1024.8,1024.72
01/02/24,10:51,2024-01-02 10:51:00,30.25,62.06,64.63,,3.45,1024.3,1024.37
01/02/24,11:51,2024-01-02 11:51:00,30.23,60.98,57.88,240,5.75,1023.5,1023.7
01/02/24,12:51,2024-01-02 12:51:00,30.2,62.06,62.08,240,5.75,1022.6,1022.68
01/02/24,13:51,2024-01-02 13:51:00,30.19,62.06,67.27,260,6.91,1022.3,1022.34
01/02/24,14:51,2024-01-02 14:51:00,30.19,60.98,75.18,240,8.06,1022.3,1022.34
01/02/24,15:51,2024-01-02 15:51:00,30.18,60.98,75.18,260,8.06,1021.9,1022
01/02/24,16:47,2024-01-02 16:47:00,30.17,59,82.27,270,5.75,,1021.67
01/02/24,16:51,2024-01-02 16:51:00,30.17,60.08,80.21,270,5.75,1021.7,1021.67
01/02/24,17:51,2024-01-02 17:51:00,30.19,59,80.66,250,5.75,1022.2,1022.35
01/02/24,18:33,2024-01-02 18:33:00,30.19,55.94,86.54,270,5.75,,1022.36
01/02/24,18:51,2024-01-02 18:51:00,30.19,57.92,83.84,250,5.75,1022.4,1022.35
01/02/24,19:51,2024-01-02 19:51:00,30.19,57.92,83.84,270,11.51,1022.5,1022.35
01/02/24,20:51,2024-01-02 20:51:00,30.19,57.02,86.6,280,10.36,1022.4,1022.35
01/02/24,21:10,2024-01-02 21:10:00,30.19,57.2,87.75,290,5.75,,1022.35
01/02/24,21:51,2024-01-02 21:51:00,30.2,55.04,86.49,40,3.45,1022.6,1022.7
01/02/24,22:51,2024-01-02 22:51:00,30.21,53.96,86.42,30,3.45,1022.8,1023.04
01/02/24,23:51,2024-01-02 23:51:00,30.2,53.96,86.42,90,3.45,1022.5,1022.7
01/03/24,00:20,2024-01-03 00:20:00,30.18,53.6,87.57,70,3.45,,1022.03
01/03/24,00:29,2024-01-03 00:29:00,30.18,53.96,86.42,0,0,,1022.03
01/03/24,00:51,2024-01-03 00:51:00,30.17,53.96,86.42,80,3.45,1021.8,1021.69
01/03/24,01:24,2024-01-03 01:24:00,30.16,53.96,86.42,0,0,,1021.35
01/03/24,01:51,2024-01-03 01:51:00,30.15,53.06,92.97,320,3.45,1021.1,1021.01
01/03/24,02:46,2024-01-03 02:46:00,30.14,53.6,93.6,220,3.45,,1020.67
01/03/24,02:47,2024-01-03 02:47:00,30.14,53.96,93,230,3.45,1020.5,1020.67
01/03/24,03:02,2024-01-03 03:02:00,30.14,53.96,93,310,6.91,,1020.67
01/03/24,03:09,2024-01-03 03:09:00,30.13,53.06,96.11,260,4.6,,1020.34
01/03/24,03:25,2024-01-03 03:25:00,30.12,53.6,100,0,0,,1019.99
01/03/24,03:43,2024-01-03 03:43:00,30.11,53.06,92.97,360,3.45,,1019.66
01/03/24,03:51,2024-01-03 03:51:00,30.11,53.06,96.11,10,3.45,1019.5,1019.66
01/03/24,04:03,2024-01-03 04:03:00,30.11,53.06,100,0,0,,1019.66
01/03/24,04:09,2024-01-03 04:09:00,30.11,53.06,100,0,0,,1019.66
01/03/24,04:31,2024-01-03 04:31:00,30.09,53.06,96.11,0,0,,1018.98
01/03/24,04:51,2024-01-03 04:51:00,30.09,53.06,96.11,0,0,1019.1,1018.98
01/03/24,05:51,2024-01-03 05:51:00,30.09,51.98,96.73,220,3.45,1018.9,1018.98
01/03/24,06:43,2024-01-03 06:43:00,30.08,50,96.06,60,5.75,,1018.65
01/03/24,06:51,2024-01-03 06:51:00,30.08,51.08,96.07,0,0,1018.7,1018.65
01/03/24,07:51,2024-01-03 07:51:00,30.08,51.08,96.07,0,0,1018.7,1018.65
01/03/24,08:08,2024-01-03 08:08:00,30.09,51.98,92.94,50,6.91,,1018.98
01/03/24,08:16,2024-01-03 08:16:00,30.09,50,96.06,50,5.75,,1018.99
01/03/24,08:24,2024-01-03 08:24:00,30.09,51.08,96.07,70,4.6,,1018.99
01/03/24,08:28,2024-01-03 08:28:00,30.09,51.08,96.07,70,4.6,,1018.99
01/03/24,08:43,2024-01-03 08:43:00,30.09,51.98,96.73,50,3.45,,1018.98
01/03/24,08:51,2024-01-03 08:51:00,30.1,53.06,96.11,40,3.45,1019.1,1019.32
01/03/24,09:51,2024-01-03 09:51:00,30.1,57.92,64.55,310,10.36,1019.2,1019.3
01/03/24,10:51,2024-01-03 10:51:00,30.08,60.08,57.36,290,19.56,1018.7,1018.62
01/03/24,11:51,2024-01-03 11:51:00,30.06,60.98,59.88,290,20.71,1017.8,1017.94
01/03/24,12:51,2024-01-03 12:51:00,30.02,60.98,57.88,270,21.86,1016.7,1016.59
01/03/24,13:51,2024-01-03 13:51:00,30,60.98,62.36,280,28.77,1015.8,1015.91
01/03/24,14:51,2024-01-03 14:51:00,30,60.98,59.88,260,25.32,1015.9,1015.91
01/03/24,15:51,2024-01-03 15:51:00,30,60.98,57.88,290,20.71,1016,1015.91
01/03/24,16:51,2024-01-03 16:51:00,30.01,57.92,64.55,270,21.86,1016.1,1016.26
01/03/24,17:51,2024-01-03 17:51:00,30.02,57.92,59.87,300,17.26,1016.7,1016.6
01/03/24,18:51,2024-01-03 18:51:00,30.05,57.02,59.33,300,16.11,1017.4,1017.61
01/03/24,19:51,2024-01-03 19:51:00,30.05,57.02,61.84,300,19.56,1017.6,1017.61
01/03/24,20:51,2024-01-03 20:51:00,30.05,57.02,52.72,270,19.56,1017.7,1017.61
01/03/24,21:51,2024-01-03 21:51:00,30.04,55.94,59.6,320,13.81,1017.2,1017.28
01/03/24,22:51,2024-01-03 22:51:00,30.05,55.94,59.6,290,14.96,1017.5,1017.62
01/03/24,23:51,2024-01-03 23:51:00,30.04,55.94,54.81,300,8.06,1017,1017.28
01/04/24,00:51,2024-01-04 00:51:00,30.06,55.04,48.48,340,8.06,1018,1017.96
01/04/24,01:51,2024-01-04 01:51:00,30.07,48.92,65.67,30,8.06,1018.4,1018.32
01/04/24,02:51,2024-01-04 02:51:00,30.09,48.02,67.92,40,5.75,1018.9,1019
01/04/24,03:51,2024-01-04 03:51:00,30.11,44.96,76.24,360,3.45,1019.4,1019.68
01/04/24,04:51,2024-01-04 04:51:00,30.1,46.94,68.28,0,0,1019.3,1019.34
01/04/24,05:51,2024-01-04 05:51:00,30.13,44.06,76.16,50,4.6,1020.4,1020.36
01/04/24,06:51,2024-01-04 06:51:00,30.15,44.06,76.16,60,4.6,1020.9,1021.04
01/04/24,07:51,2024-01-04 07:51:00,30.17,46.04,76.34,0,0,1021.7,1021.71
01/04/24,08:51,2024-01-04 08:51:00,30.19,51.08,60.61,100,3.45,1022.1,1022.37
01/04/24,09:51,2024-01-04 09:51:00,30.2,51.98,61.16,50,5.75,1022.5,1022.71
01/04/24,10:51,2024-01-04 10:51:00,30.2,57.02,48.79,40,5.75,1022.6,1022.69
01/04/24,11:51,2024-01-04 11:51:00,30.2,57.92,43.69,40,5.75,1022.5,1022.69
01/04/24,12:51,2024-01-04 12:51:00,30.15,60.98,37.8,340,3.45,1021,1020.99
01/04/24,13:51,2024-01-04 13:51:00,30.13,62.06,40.77,290,8.06,1020.1,1020.31
01/04/24,14:51,2024-01-04 14:51:00,30.12,60.98,45.77,240,8.06,1020.1,1019.97
01/04/24,15:51,2024-01-04 15:51:00,30.13,60.98,47.72,250,4.6,1020.2,1020.31
01/04/24,16:51,2024-01-04 16:51:00,30.13,60.98,47.72,250,4.6,1020.4,1020.31
01/04/24,17:51,2024-01-04 17:51:00,30.14,55.04,63.74,70,3.45,1020.5,1020.67
01/04/24,18:51,2024-01-04 18:51:00,30.14,53.06,63.48,50,9.21,1020.6,1020.67
01/04/24,19:51,2024-01-04 19:51:00,30.16,53.06,58.78,20,4.6,1021.3,1021.35
01/04/24,20:51,2024-01-04 20:51:00,30.17,51.08,58.5,30,5.75,1021.6,1021.7
01/04/24,21:51,2024-01-04 21:51:00,30.17,51.08,56.05,40,8.06,1021.5,1021.7
01/04/24,22:51,2024-01-04 22:51:00,30.17,50,58.34,50,9.21,1021.5,1021.7
01/04/24,23:51,2024-01-04 23:51:00,30.18,48.92,58.61,30,5.75,1021.9,1022.04
01/05/24,00:51,2024-01-05 00:51:00,30.15,48.92,54.15,30,10.36,1020.8,1021.03
01/05/24,01:51,2024-01-05 01:51:00,30.15,48.02,56,40,8.06,1020.9,1021.03
01/05/24,02:51,2024-01-05 02:51:00,30.14,48.92,51.84,40,10.36,1020.7,1020.69
01/05/24,03:51,2024-01-05 03:51:00,30.14,48.02,53.62,50,8.06,1020.6,1020.69
01/05/24,04:51,2024-01-05 04:51:00,30.13,48.02,53.62,50,8.06,1020.4,1020.35
01/05/24,05:51,2024-01-05 05:51:00,30.15,48.02,53.62,40,10.36,1020.8,1021.03
01/05/24,06:51,2024-01-05 06:51:00,30.15,46.94,58.32,40,8.06,1021.1,1021.03
01/05/24,07:51,2024-01-05 07:51:00,30.17,48.92,54.15,30,9.21,1021.8,1021.7
01/05/24,08:51,2024-01-05 08:51:00,30.19,51.08,51.8,40,9.21,1022.3,1022.37
01/05/24,09:51,2024-01-05 09:51:00,30.2,57.02,45.13,40,10.36,1022.7,1022.69
01/05/24,10:51,2024-01-05 10:51:00,30.19,60.98,45.77,60,6.91,1022.3,1022.34
01/05/24,11:51,2024-01-05 11:51:00,30.15,64.04,41.1,70,4.6,1020.8,1020.98
01/05/24,12:51,2024-01-05 12:51:00,30.12,62.06,51.67,250,6.91,1019.9,1019.97
01/05/24,13:51,2024-01-05 13:51:00,30.11,62.06,53.48,260,9.21,1019.5,1019.63
01/05/24,14:51,2024-01-05 14:51:00,30.1,62.06,55.71,270,11.51,1019.2,1019.29
01/05/24,15:51,2024-01-05 15:51:00,30.09,60.98,57.88,280,10.36,1019.1,1018.96
01/05/24,16:51,2024-01-05 16:51:00,30.1,57.02,71.83,300,6.91,1019.1,1019.31
01/05/24,17:51,2024-01-05 17:51:00,30.11,57.02,68.98,0,0,1019.6,1019.65
01/05/24,18:51,2024-01-05 18:51:00,30.12,53.06,73.9,40,4.6,1020.1,1020
01/05/24,19:51,2024-01-05 19:51:00,30.15,51.98,68.87,20,4.6,1020.9,1021.02
01/05/24,20:51,2024-01-05 20:51:00,30.15,53.06,63.48,30,8.06,1020.8,1021.01
01/05/24,21:51,2024-01-05 21:51:00,30.15,53.06,60.88,40,9.21,1020.9,1021.01
01/05/24,22:51,2024-01-05 22:51:00,30.15,53.06,58.78,30,10.36,1021.1,1021.01
01/05/24,23:51,2024-01-05 23:51:00,30.15,51.98,58.63,30,9.21,1021.1,1021.02
01/06/24,00:51,2024-01-06 00:51:00,30.15,51.98,56.59,40,10.36,1021.1,1021.02
01/06/24,01:51,2024-01-06 01:51:00,30.14,51.08,58.5,40,11.51,1020.6,1020.68
01/06/24,02:51,2024-01-06 02:51:00,30.14,50,56.3,30,11.51,1020.6,1020.68
01/06/24,03:51,2024-01-06 03:51:00,30.13,50,53.92,60,11.51,1020.3,1020.34
01/06/24,04:51,2024-01-06 04:51:00,30.14,50,52.01,40,11.51,1020.5,1020.68
01/06/24,05:51,2024-01-06 05:51:00,30.15,48.92,54.15,40,10.36,1021,1021.03
01/06/24,06:51,2024-01-06 06:51:00,30.16,48.02,51.33,30,9.21,1021.3,1021.37
01/06/24,07:51,2024-01-06 07:51:00,30.17,50,49.8,40,6.91,1021.5,1021.7
01/06/24,08:51,2024-01-06 08:51:00,30.18,53.96,44.95,40,9.21,1021.9,1022.03
01/06/24,09:51,2024-01-06 09:51:00,30.18,59,38.85,50,8.06,1021.9,1022.01
01/06/24,10:51,2024-01-06 10:51:00,30.16,60.98,49.76,0,0,1021.4,1021.33
01/06/24,11:51,2024-01-06 11:51:00,30.13,62.06,60.03,,,1020.1,1020.31
01/06/24,12:51,2024-01-06 12:51:00,30.09,60.98,64.5,,5.75,1018.9,1018.96
01/06/24,13:51,2024-01-06 13:51:00,30.07,62.06,67.27,,4.6,1018.1,1018.28
01/06/24,14:51,2024-01-06 14:51:00,30.04,60.08,74.59,200,8.06,1017.3,1017.27
01/06/24,15:51,2024-01-06 15:51:00,30.03,60.08,72.16,190,5.75,1017,1016.93
01/06/24,16:51,2024-01-06 16:51:00,30.03,59,77.52,260,8.06,1017,1016.93
01/06/24,17:22,2024-01-06 17:22:00,30.03,57.02,77.35,280,8.06,,1016.94
01/06/24,17:51,2024-01-06 17:51:00,30.02,57.02,80.51,270,8.06,1016.7,1016.6
01/06/24,18:51,2024-01-06 18:51:00,30.01,57.92,77.94,270,11.51,1016.3,1016.26
01/06/24,19:51,2024-01-06 19:51:00,30,57.02,77.35,280,12.66,1015.8,1015.92
01/06/24,20:51,2024-01-06 20:51:00,29.97,57.02,64,280,20.71,1014.8,1014.9
01/06/24,21:51,2024-01-06 21:51:00,29.96,57.02,64,270,31.07,1014.5,1014.57
01/06/24,22:51,2024-01-06 22:51:00,29.93,53.96,89.96,280,14.96,1013.5,1013.56
01/06/24,23:00,2024-01-06 23:00:00,29.93,55.4,87.66,280,16.11,,1013.56
01/06/24,23:35,2024-01-06 23:35:00,29.92,53.6,87.57,280,16.11,,1013.22
01/06/24,23:51,2024-01-06 23:51:00,29.9,55.04,79.81,260,19.56,1012.5,1012.54
01/07/24,00:51,2024-01-07 00:51:00,29.88,55.04,63.74,280,28.77,1011.7,1011.86
01/07/24,01:51,2024-01-07 01:51:00,29.88,55.04,63.74,290,23.02,1011.7,1011.86
01/07/24,02:51,2024-01-07 02:51:00,29.89,53.96,61.43,290,17.26,1012.1,1012.2
01/07/24,03:51,2024-01-07 03:51:00,29.91,50,52.01,300,5.75,1012.9,1012.89
01/07/24,04:51,2024-01-07 04:51:00,29.93,51.98,37.67,320,9.21,1013.4,1013.57
01/07/24,05:51,2024-01-07 05:51:00,29.94,51.08,38.94,320,10.36,1013.7,1013.91
01/07/24,06:51,2024-01-07 06:51:00,29.96,51.08,38.94,320,13.81,1014.5,1014.58
01/07/24,07:51,2024-01-07 07:51:00,29.98,51.08,40.72,320,16.11,1015,1015.26
01/07/24,08:51,2024-01-07 08:51:00,30,53.06,37.85,320,14.96,1015.9,1015.93
01/07/24,09:51,2024-01-07 09:51:00,30.03,55.04,32.45,320,11.51,1016.7,1016.94
01/07/24,10:51,2024-01-07 10:51:00,30.02,57.02,32.78,280,17.26,1016.4,1016.6
01/07/24,11:51,2024-01-07 11:51:00,29.99,57.92,29.24,270,17.26,1015.4,1015.58
01/07/24,12:51,2024-01-07 12:51:00,29.96,57.92,34.41,280,16.11,1014.6,1014.56
01/07/24,13:51,2024-01-07 13:51:00,29.96,57.92,38.95,290,19.56,1014.4,1014.56
01/07/24,14:51,2024-01-07 14:51:00,29.95,57.92,31.73,260,21.86,1014.3,1014.22
01/07/24,15:51,2024-01-07 15:51:00,29.96,57.02,41.71,290,18.41,1014.6,1014.57
01/07/24,16:51,2024-01-07 16:51:00,29.97,55.04,27.28,330,17.26,1015,1014.91
01/07/24,17:51,2024-01-07 17:51:00,29.99,53.06,32.11,330,13.81,1015.5,1015.59
01/07/24,18:51,2024-01-07 18:51:00,30.02,51.98,34.7,320,11.51,1016.4,1016.61
01/07/24,19:51,2024-01-07 19:51:00,30.04,50,37.33,80,6.91,1017.2,1017.3
01/07/24,20:51,2024-01-07 20:51:00,30.06,48.92,40.65,,3.45,1017.8,1017.98
01/07/24,21:51,2024-01-07 21:51:00,30.07,50,37.33,10,6.91,1018.1,1018.31
01/07/24,22:51,2024-01-07 22:51:00,30.08,42.98,55.24,80,4.6,1018.5,1018.67
01/07/24,23:51,2024-01-07 23:51:00,30.09,42.08,57.19,80,4.6,1018.8,1019.02
01/08/24,00:51,2024-01-08 00:51:00,30.09,41,59.62,0,0,1019,1019.02
01/08/24,01:51,2024-01-08 01:51:00,30.11,39.02,66.82,40,4.6,1019.4,1019.7
01/08/24,02:51,2024-01-08 02:51:00,30.13,37.94,67.18,80,3.45,1020.1,1020.38
01/08/24,03:51,2024-01-08 03:51:00,30.14,37.94,69.71,0,0,1020.7,1020.72
01/08/24,04:51,2024-01-08 04:51:00,30.16,37.94,64.25,50,4.6,1021.4,1021.4
01/08/24,05:51,2024-01-08 05:51:00,30.2,37.94,64.25,60,9.21,1022.6,1022.75
01/08/24,06:51,2024-01-08 06:51:00,30.23,41,54.94,70,4.6,1023.5,1023.76
01/08/24,07:51,2024-01-08 07:51:00,30.25,44.06,55,30,8.06,1024.4,1024.43
01/08/24,08:51,2024-01-08 08:51:00,30.28,48.92,49.63,30,10.36,1025.3,1025.43
01/08/24,09:51,2024-01-08 09:51:00,30.3,53.96,41.2,30,8.06,1026,1026.09
01/08/24,10:51,2024-01-08 10:51:00,30.29,57.92,31.73,20,9.21,1025.8,1025.74
01/08/24,11:51,2024-01-08 11:51:00,30.26,60.08,27.07,340,8.06,1024.7,1024.72
01/08/24,12:51,2024-01-08 12:51:00,30.24,59,34.34,290,9.21,1024.1,1024.04
01/08/24,13:51,2024-01-08 13:51:00,30.23,59,33.11,290,13.81,1023.7,1023.7
01/08/24,14:51,2024-01-08 14:51:00,30.23,57.92,40.38,300,11.51,1023.8,1023.71
01/08/24,15:51,2024-01-08 15:51:00,30.24,57.02,40.23,300,13.81,1024.1,1024.05
01/08/24,16:51,2024-01-08 16:51:00,30.26,53.96,48.65,300,8.06,1024.5,1024.73
01/08/24,17:51,2024-01-08 17:51:00,30.28,51.08,58.5,300,5.75,1025.2,1025.42
01/08/24,18:51,2024-01-08 18:51:00,30.29,50,58.34,0,0,1025.7,1025.76
01/08/24,19:51,2024-01-08 19:51:00,30.3,48.92,54.15,0,0,1026,1026.11
01/08/24,20:51,2024-01-08 20:51:00,30.31,46.04,55.3,90,5.75,1026.4,1026.45
01/08/24,21:51,2024-01-08 21:51:00,30.32,46.94,49.31,40,6.91,1026.5,1026.79
01/08/24,22:51,2024-01-08 22:51:00,30.31,46.04,49.16,50,8.06,1026.3,1026.45
01/08/24,23:51,2024-01-08 23:51:00,30.3,46.94,45.45,60,8.06,1025.9,1026.11
01/09/24,00:51,2024-01-09 00:51:00,30.3,46.94,45.45,30,10.36,1026,1026.11
01/09/24,01:51,2024-01-09 01:51:00,30.3,46.94,43.79,40,9.21,1025.9,1026.11
01/09/24,02:51,2024-01-09 02:51:00,30.29,46.04,45.3,40,9.21,1025.5,1025.78
01/09/24,03:51,2024-01-09 03:51:00,30.27,44.96,47.2,40,10.36,1025,1025.1
01/09/24,05:51,2024-01-09 05:51:00,30.26,42.98,50.9,40,9.21,1024.5,1024.77
01/09/24,06:51,2024-01-09 06:51:00,30.25,42.08,52.7,50,6.91,1024.4,1024.43
01/09/24,07:51,2024-01-09 07:51:00,30.26,44.96,47.2,40,9.21,1024.6,1024.76
01/09/24,08:51,2024-01-09 08:51:00,30.26,48.92,40.65,40,9.21,1024.7,1024.75
01/09/24,09:51,2024-01-09 09:51:00,30.25,53.96,33.75,50,8.06,1024.4,1024.4
01/09/24,10:51,2024-01-09 10:51:00,30.23,59,28.13,0,0,1023.6,1023.7
01/09/24,11:51,2024-01-09 11:51:00,30.19,60.08,33.05,240,6.91,1022.2,1022.35
01/09/24,12:51,2024-01-09 12:51:00,30.16,59,37.47,250,6.91,1021.3,1021.33
01/09/24,13:51,2024-01-09 13:51:00,30.12,59,42.03,230,8.06,1019.8,1019.98
01/09/24,14:51,2024-01-09 14:51:00,30.1,59,51.21,260,5.75,1019.4,1019.3
01/09/24,15:51,2024-01-09 15:51:00,30.09,57.92,53.22,280,4.6,1019.1,1018.97
01/09/24,16:51,2024-01-09 16:51:00,30.08,55.94,59.6,280,4.6,1018.5,1018.63
01/09/24,17:51,2024-01-09 17:51:00,30.06,53.96,61.43,0,0,1018,1017.96
01/09/24,18:51,2024-01-09 18:51:00,30.06,53.06,60.88,0,0,1017.8,1017.96
01/09/24,19:51,2024-01-09 19:51:00,30.06,50,68.16,0,0,1017.9,1017.97
01/09/24,20:51,2024-01-09 20:51:00,30.06,48.02,67.92,70,3.45,1017.8,1017.98
01/09/24,21:51,2024-01-09 21:51:00,30.06,46.04,73.18,60,6.91,1017.8,1017.99
01/09/24,22:51,2024-01-09 22:51:00,30.05,44.96,73.59,60,4.6,1017.6,1017.65
01/09/24,23:51,2024-01-09 23:51:00,30.05,44.96,73.59,50,5.75,1017.6,1017.65
01/10/24,00:51,2024-01-10 00:51:00,30.04,44.96,70.51,50,5.75,1017.1,1017.31
01/10/24,01:51,2024-01-10 01:51:00,30.03,44.06,72.97,80,4.6,1017,1016.98
01/10/24,02:51,2024-01-10 02:51:00,30.03,42.08,78.73,70,4.6,1016.8,1016.98
01/10/24,03:51,2024-01-10 03:51:00,30.01,42.08,78.73,80,3.45,1016.3,1016.31
01/10/24,04:51,2024-01-10 04:51:00,30.01,42.08,78.73,80,4.6,1016,1016.31
01/10/24,05:51,2024-01-10 05:51:00,30.01,41,82.09,70,4.6,1016.3,1016.31
01/10/24,06:51,2024-01-10 06:51:00,30.02,42.08,78.73,70,4.6,1016.6,1016.65
01/10/24,07:51,2024-01-10 07:51:00,30.03,46.04,73.18,50,9.21,1016.8,1016.97
01/10/24,08:51,2024-01-10 08:51:00,30.04,50,65.81,60,6.91,1017.3,1017.3
01/10/24,09:51,2024-01-10 09:51:00,30.06,55.04,56.63,0,0,1017.7,1017.96
01/10/24,10:51,2024-01-10 10:51:00,30.04,57.02,66.67,180,4.6,1017.2,1017.28
01/10/24,11:51,2024-01-10 11:51:00,30,57.92,59.87,220,5.75,1016,1015.92
01/10/24,12:51,2024-01-10 12:51:00,29.97,59,55.27,290,5.75,1014.9,1014.9
01/10/24,13:51,2024-01-10 13:51:00,29.95,60.08,57.36,290,8.06,1014.2,1014.22
01/10/24,14:51,2024-01-10 14:51:00,29.93,62.06,55.71,280,18.41,1013.5,1013.54
01/10/24,15:51,2024-01-10 15:51:00,29.92,60.08,55.42,280,20.71,1013.3,1013.2
01/10/24,16:51,2024-01-10 16:51:00,29.92,59,59.61,260,16.11,1013.3,1013.21
01/10/24,17:51,2024-01-10 17:51:00,29.9,57.02,66.67,280,19.56,1012.6,1012.53
01/10/24,18:51,2024-01-10 18:51:00,29.92,55.94,69.32,290,23.02,1013.1,1013.21
01/10/24,19:51,2024-01-10 19:51:00,29.91,55.94,69.32,300,14.96,1012.9,1012.88
01/10/24,20:51,2024-01-10 20:51:00,29.92,55.04,71.62,300,19.56,1013.3,1013.22
01/10/24,21:51,2024-01-10 21:51:00,29.93,55.04,68.75,290,24.17,1013.5,1013.56
01/10/24,22:51,2024-01-10 22:51:00,29.92,55.04,71.62,280,27.62,1013.3,1013.22
01/10/24,23:51,2024-01-10 23:51:00,29.92,53.96,77.07,280,26.47,1013.1,1013.22
01/11/24,00:51,2024-01-11 00:51:00,29.92,53.96,80.27,280,23.02,1013.1,1013.22
01/11/24,01:51,2024-01-11 01:51:00,29.92,53.96,80.27,270,23.02,1013,1013.22
01/11/24,02:51,2024-01-11 02:51:00,29.92,55.04,77.17,280,25.32,1012.9,1013.22
01/11/24,03:51,2024-01-11 03:51:00,29.89,53.96,80.27,290,24.17,1012.2,1012.2
01/11/24,04:51,2024-01-11 04:51:00,29.89,55.04,59.06,300,25.32,1012.1,1012.2
01/11/24,05:51,2024-01-11 05:51:00,29.92,53.96,61.43,300,14.96,1013.1,1013.22
