Date,Time,date_time,altimeter,air_temp,relative_humidity,wind_speed,wind_direction
01/03/24,04:45,2024-01-03 04:45:00,30.06,50,93,0,
01/03/24,05:00,2024-01-03 05:00:00,30.06,50,93,0,
01/03/24,05:30,2024-01-03 05:30:00,30.05,50,93,0,
01/03/24,05:45,2024-01-03 05:45:00,30.05,50,93,0,
01/03/24,06:00,2024-01-03 06:00:00,30.05,50,93,0,
01/03/24,06:30,2024-01-03 06:30:00,30.05,50,93,0,
01/03/24,06:45,2024-01-03 06:45:00,30.06,50,93,0,
01/03/24,07:00,2024-01-03 07:00:00,30.06,50,93,0,
01/03/24,07:30,2024-01-03 07:30:00,30.06,49,93,0,
01/03/24,07:45,2024-01-03 07:45:00,30.06,50,93,0,
01/03/24,08:00,2024-01-03 08:00:00,30.06,50,93,0,
01/03/24,08:30,2024-01-03 08:30:00,30.06,50,93,0,
01/03/24,08:45,2024-01-03 08:45:00,30.06,50,93,0,
01/03/24,09:00,2024-01-03 09:00:00,30.07,50,94,0,
01/03/24,09:30,2024-01-03 09:30:00,30.07,50,93,0,
01/03/24,09:45,2024-01-03 09:45:00,30.07,49,93,0,
01/03/24,10:00,2024-01-03 10:00:00,30.07,50,93,0,
01/03/24,10:30,2024-01-03 10:30:00,30.06,51,93,0,
01/03/24,10:45,2024-01-03 10:45:00,30.06,51,92,0,
01/03/24,11:00,2024-01-03 11:00:00,30.05,51,91,0,
01/03/24,11:30,2024-01-03 11:30:00,30.03,53,83,0,
01/03/24,11:45,2024-01-03 11:45:00,30.03,54,79,0,
01/03/24,12:00,2024-01-03 12:00:00,30.02,55,75,0,
01/03/24,12:30,2024-01-03 12:30:00,30,56,69,1,241
01/03/24,12:45,2024-01-03 12:45:00,29.99,57,68,1,260
01/03/24,13:00,2024-01-03 13:00:00,29.98,57,68,1,232
01/03/24,13:30,2024-01-03 13:30:00,29.97,57,66,1,265
01/03/24,13:45,2024-01-03 13:45:00,29.96,58,66,1,262
01/03/24,14:00,2024-01-03 14:00:00,29.96,58,64,1,245
01/03/24,14:30,2024-01-03 14:30:00,29.96,58,64,1,231
01/03/24,14:45,2024-01-03 14:45:00,29.96,58,65,1,287
01/03/24,15:00,2024-01-03 15:00:00,29.96,58,65,1,257
01/03/24,15:30,2024-01-03 15:30:00,29.96,57,65,1,229
01/03/24,15:45,2024-01-03 15:45:00,29.96,57,66,1,242
01/03/24,16:00,2024-01-03 16:00:00,29.96,57,65,0,
01/03/24,16:30,2024-01-03 16:30:00,29.97,56,66,0,
01/03/24,16:45,2024-01-03 16:45:00,29.97,55,66,1,242
01/03/24,17:00,2024-01-03 17:00:00,29.97,55,66,0,
01/03/24,17:30,2024-01-03 17:30:00,29.98,54,68,0,
01/03/24,17:45,2024-01-03 17:45:00,29.98,54,67,0,
01/03/24,18:00,2024-01-03 18:00:00,29.98,53,67,0,
01/03/24,18:30,2024-01-03 18:30:00,29.99,53,68,0,
01/03/24,18:45,2024-01-03 18:45:00,30,53,64,0,
01/03/24,19:00,2024-01-03 19:00:00,30.01,53,64,0,
01/03/24,19:30,2024-01-03 19:30:00,30.01,52,64,0,
01/03/24,19:45,2024-01-03 19:45:00,30.02,52,64,0,
01/03/24,20:00,2024-01-03 20:00:00,30.01,51,64,0,
01/03/24,20:30,2024-01-03 20:30:00,30.02,51,65,0,
01/03/24,20:45,2024-01-03 20:45:00,30.02,51,66,0,
01/03/24,21:00,2024-01-03 21:00:00,30.01,50,68,0,
01/03/24,21:30,2024-01-03 21:30:00,30.01,48,72,0,
01/03/24,21:45,2024-01-03 21:45:00,30.02,48,72,0,
01/03/24,22:00,2024-01-03 22:00:00,30.03,48,73,0,
01/03/24,22:30,2024-01-03 22:30:00,30.02,47,76,0,
01/03/24,22:45,2024-01-03 22:45:00,30.03,47,76,0,
01/03/24,23:00,2024-01-03 23:00:00,30.02,46,78,0,
01/03/24,23:30,2024-01-03 23:30:00,30.02,46,79,0,
01/03/24,23:45,2024-01-03 23:45:00,30.02,46,79,0,
01/04/24,00:00,2024-01-04 00:00:00,30.02,46,78,0,
01/04/24,00:30,2024-01-04 00:30:00,30.04,45,80,0,
01/04/24,00:45,2024-01-04 00:45:00,30.05,45,80,0,
01/04/24,01:00,2024-01-04 01:00:00,30.04,44,80,0,
01/04/24,01:31,2024-01-04 01:31:00,30.04,44,80,0,
01/04/24,01:45,2024-01-04 01:45:00,30.05,45,78,0,
01/04/24,02:00,2024-01-04 02:00:00,30.05,45,75,0,
01/04/24,02:30,2024-01-04 02:30:00,30.06,45,73,0,
01/04/24,02:45,2024-01-04 02:45:00,30.06,46,73,0,
01/04/24,03:00,2024-01-04 03:00:00,30.06,47,71,0,
01/04/24,03:30,2024-01-04 03:30:00,30.05,48,65,0,
01/04/24,03:45,2024-01-04 03:45:00,30.07,49,63,0,
01/04/24,04:00,2024-01-04 04:00:00,30.07,48,64,0,
01/04/24,04:30,2024-01-04 04:30:00,30.08,46,69,0,
01/04/24,04:46,2024-01-04 04:46:00,30.08,44,72,0,
01/04/24,05:00,2024-01-04 05:00:00,30.09,44,74,0,
01/04/24,05:30,2024-01-04 05:30:00,30.09,43,78,0,
01/04/24,05:45,2024-01-04 05:45:00,30.09,44,76,0,
01/04/24,06:00,2024-01-04 06:00:00,30.1,44,74,0,
01/04/24,06:30,2024-01-04 06:30:00,30.11,45,73,0,
01/04/24,06:45,2024-01-04 06:45:00,30.12,45,72,0,
01/04/24,07:00,2024-01-04 07:00:00,30.13,45,73,0,
01/04/24,07:30,2024-01-04 07:30:00,30.13,45,72,0,
01/04/24,07:45,2024-01-04 07:45:00,30.14,46,72,0,
01/04/24,08:00,2024-01-04 08:00:00,30.15,48,69,0,
01/04/24,08:30,2024-01-04 08:30:00,30.16,51,62,0,
01/04/24,08:45,2024-01-04 08:45:00,30.16,51,61,1,44
01/04/24,09:00,2024-01-04 09:00:00,30.16,51,61,1,26
01/04/24,09:30,2024-01-04 09:30:00,30.16,51,60,1,27
01/04/24,09:46,2024-01-04 09:46:00,30.16,52,60,1,48
01/04/24,10:01,2024-01-04 10:01:00,30.17,51,61,1,29
01/04/24,10:31,2024-01-04 10:31:00,30.17,52,61,1,27
01/04/24,10:46,2024-01-04 10:46:00,30.18,53,60,1,37
01/04/24,11:00,2024-01-04 11:00:00,30.17,54,58,0,
01/04/24,11:31,2024-01-04 11:31:00,30.17,54,57,1,40
01/04/24,11:46,2024-01-04 11:46:00,30.16,54,59,0,
01/04/24,12:00,2024-01-04 12:00:00,30.16,55,56,0,
01/04/24,12:30,2024-01-04 12:30:00,30.14,55,56,0,
01/04/24,12:45,2024-01-04 12:45:00,30.13,56,56,1,36
01/04/24,13:00,2024-01-04 13:00:00,30.12,57,53,2,0
01/04/24,13:30,2024-01-04 13:30:00,30.11,57,52,1,42
01/04/24,13:45,2024-01-04 13:45:00,30.1,58,51,2,50
01/04/24,14:00,2024-01-04 14:00:00,30.1,58,50,1,38
01/04/24,14:30,2024-01-04 14:30:00,30.09,58,49,1,37
01/04/24,14:45,2024-01-04 14:45:00,30.1,59,48,2,26
01/04/24,15:00,2024-01-04 15:00:00,30.1,58,49,1,34
01/04/24,15:30,2024-01-04 15:30:00,30.11,57,48,1,42
01/04/24,15:45,2024-01-04 15:45:00,30.11,57,51,0,
01/04/24,16:00,2024-01-04 16:00:00,30.11,56,53,0,
01/04/24,16:30,2024-01-04 16:30:00,30.11,55,55,0,
01/04/24,16:45,2024-01-04 16:45:00,30.11,54,57,0,
01/04/24,17:00,2024-01-04 17:00:00,30.11,52,61,0,
01/04/24,17:30,2024-01-04 17:30:00,30.12,51,60,0,
01/04/24,17:45,2024-01-04 17:45:00,30.13,52,57,0,
01/04/24,18:00,2024-01-04 18:00:00,30.13,51,59,0,
01/04/24,18:30,2024-01-04 18:30:00,30.13,49,62,0,
01/04/24,18:45,2024-01-04 18:45:00,30.12,48,59,0,
01/04/24,19:00,2024-01-04 19:00:00,30.12,48,57,0,
01/04/24,19:30,2024-01-04 19:30:00,30.13,49,55,0,
01/04/24,19:45,2024-01-04 19:45:00,30.13,49,55,0,
01/04/24,20:00,2024-01-04 20:00:00,30.14,48,58,0,
01/04/24,20:30,2024-01-04 20:30:00,30.15,47,61,0,
01/04/24,20:45,2024-01-04 20:45:00,30.15,47,62,0,
01/04/24,21:00,2024-01-04 21:00:00,30.15,46,62,0,
01/04/24,21:30,2024-01-04 21:30:00,30.16,47,61,0,
01/04/24,21:45,2024-01-04 21:45:00,30.15,47,61,0,
01/04/24,22:00,2024-01-04 22:00:00,30.15,47,60,0,
01/04/24,22:30,2024-01-04 22:30:00,30.16,50,53,0,
01/04/24,22:45,2024-01-04 22:45:00,30.15,50,51,0,
01/04/24,23:00,2024-01-04 23:00:00,30.14,51,48,1,35
01/04/24,23:30,2024-01-04 23:30:00,30.14,50,49,0,
01/04/24,23:45,2024-01-04 23:45:00,30.15,49,52,0,
01/05/24,00:00,2024-01-05 00:00:00,30.15,48,54,0,
01/05/24,00:30,2024-01-05 00:30:00,30.13,48,53,0,
01/05/24,00:45,2024-01-05 00:45:00,30.12,49,48,0,
01/05/24,01:00,2024-01-05 01:00:00,30.11,48,50,0,
01/05/24,01:30,2024-01-05 01:30:00,30.12,48,49,0,
01/05/24,01:45,2024-01-05 01:45:00,30.12,47,53,0,
01/05/24,02:00,2024-01-05 02:00:00,30.12,45,55,0,
01/05/24,02:30,2024-01-05 02:30:00,30.12,45,56,0,
01/05/24,02:45,2024-01-05 02:45:00,30.12,45,59,0,
01/05/24,03:00,2024-01-05 03:00:00,30.12,46,55,0,
01/05/24,03:30,2024-01-05 03:30:00,30.12,46,57,0,
01/05/24,03:45,2024-01-05 03:45:00,30.12,45,58,0,
01/05/24,04:00,2024-01-05 04:00:00,30.11,45,57,0,
01/05/24,04:30,2024-01-05 04:30:00,30.11,45,60,0,
01/05/24,04:45,2024-01-05 04:45:00,30.11,45,62,0,
01/05/24,05:00,2024-01-05 05:00:00,30.11,44,60,0,
01/05/24,05:30,2024-01-05 05:30:00,30.11,45,59,0,
01/05/24,05:45,2024-01-05 05:45:00,30.11,46,57,0,
01/05/24,06:00,2024-01-05 06:00:00,30.13,45,60,0,
01/05/24,06:30,2024-01-05 06:30:00,30.13,46,60,0,
01/05/24,06:45,2024-01-05 06:45:00,30.13,46,59,0,
01/05/24,07:00,2024-01-05 07:00:00,30.13,45,61,0,
01/05/24,07:30,2024-01-05 07:30:00,30.15,45,61,0,
01/05/24,07:45,2024-01-05 07:45:00,30.15,45,61,0,
01/05/24,08:00,2024-01-05 08:00:00,30.15,46,62,0,
01/05/24,08:30,2024-01-05 08:30:00,30.16,46,62,0,
01/05/24,08:45,2024-01-05 08:45:00,30.16,48,63,0,
01/05/24,09:00,2024-01-05 09:00:00,30.17,49,63,0,
01/05/24,09:30,2024-01-05 09:30:00,30.19,53,48,0,
01/05/24,09:45,2024-01-05 09:45:00,30.18,55,42,0,
01/05/24,10:00,2024-01-05 10:00:00,30.19,56,41,0,
01/05/24,10:30,2024-01-05 10:30:00,30.17,57,41,0,
01/05/24,10:45,2024-01-05 10:45:00,30.17,58,42,0,
01/05/24,11:00,2024-01-05 11:00:00,30.16,58,43,0,
01/05/24,11:30,2024-01-05 11:30:00,30.14,59,40,0,
01/05/24,11:45,2024-01-05 11:45:00,30.14,60,42,0,
01/05/24,12:00,2024-01-05 12:00:00,30.12,61,41,0,
01/05/24,12:30,2024-01-05 12:30:00,30.1,62,40,1,41
01/05/24,12:45,2024-01-05 12:45:00,30.1,62,38,0,
01/05/24,13:00,2024-01-05 13:00:00,30.09,63,37,1,37
01/05/24,13:30,2024-01-05 13:30:00,30.09,64,34,0,
01/05/24,13:45,2024-01-05 13:45:00,30.09,64,33,0,
01/05/24,14:00,2024-01-05 14:00:00,30.08,65,34,0,
01/05/24,14:15,2024-01-05 14:15:00,30.07,63,53,1,279
01/05/24,14:30,2024-01-05 14:30:00,30.07,62,57,1,249
01/05/24,14:46,2024-01-05 14:46:00,30.08,62,58,1,246
01/05/24,15:00,2024-01-05 15:00:00,30.07,61,57,1,245
01/05/24,15:30,2024-01-05 15:30:00,30.08,61,57,0,
01/05/24,15:45,2024-01-05 15:45:00,30.07,60,60,0,
01/05/24,16:00,2024-01-05 16:00:00,30.07,59,61,0,
01/05/24,16:30,2024-01-05 16:30:00,30.08,58,63,0,
01/05/24,16:45,2024-01-05 16:45:00,30.08,57,63,0,
01/05/24,17:00,2024-01-05 17:00:00,30.08,56,65,0,
01/05/24,17:30,2024-01-05 17:30:00,30.09,54,70,0,
01/05/24,17:45,2024-01-05 17:45:00,30.09,52,72,0,
01/05/24,18:01,2024-01-05 18:01:00,30.1,51,76,0,
01/05/24,18:30,2024-01-05 18:30:00,30.11,50,76,0,
01/05/24,18:46,2024-01-05 18:46:00,30.11,50,74,0,
01/05/24,19:00,2024-01-05 19:00:00,30.11,50,70,0,
01/05/24,19:31,2024-01-05 19:31:00,30.13,51,72,0,
01/05/24,19:45,2024-01-05 19:45:00,30.13,50,74,0,
01/05/24,20:01,2024-01-05 20:01:00,30.13,50,77,0,
01/05/24,20:30,2024-01-05 20:30:00,30.13,49,76,0,
01/05/24,20:45,2024-01-05 20:45:00,30.13,49,74,0,
01/05/24,21:00,2024-01-05 21:00:00,30.13,49,71,0,
01/05/24,21:30,2024-01-05 21:30:00,30.14,50,68,0,
01/05/24,21:45,2024-01-05 21:45:00,30.13,50,65,0,
01/05/24,22:00,2024-01-05 22:00:00,30.13,51,61,0,
01/05/24,22:30,2024-01-05 22:30:00,30.14,51,58,0,
01/05/24,22:45,2024-01-05 22:45:00,30.14,51,57,0,
01/05/24,23:00,2024-01-05 23:00:00,30.14,51,58,0,
01/05/24,23:30,2024-01-05 23:30:00,30.14,50,59,0,
01/05/24,23:45,2024-01-05 23:45:00,30.14,50,59,0,
01/06/24,00:00,2024-01-06 00:00:00,30.14,49,61,0,
01/06/24,00:30,2024-01-06 00:30:00,30.14,48,62,0,
01/06/24,00:45,2024-01-06 00:45:00,30.14,51,55,0,
01/06/24,01:00,2024-01-06 01:00:00,30.14,50,57,0,
01/06/24,01:30,2024-01-06 01:30:00,30.14,48,60,0,
01/06/24,01:46,2024-01-06 01:46:00,30.13,49,59,0,
01/06/24,02:00,2024-01-06 02:00:00,30.13,50,55,0,
01/06/24,02:30,2024-01-06 02:30:00,30.12,48,59,0,
01/06/24,02:45,2024-01-06 02:45:00,30.12,52,51,0,
01/06/24,03:00,2024-01-06 03:00:00,30.12,53,48,0,
01/06/24,03:30,2024-01-06 03:30:00,30.12,51,50,0,
01/06/24,03:46,2024-01-06 03:46:00,30.12,49,54,0,
01/06/24,04:00,2024-01-06 04:00:00,30.12,49,54,0,
01/06/24,04:30,2024-01-06 04:30:00,30.12,47,59,0,
01/06/24,04:45,2024-01-06 04:45:00,30.12,48,57,0,
01/06/24,05:00,2024-01-06 05:00:00,30.12,48,56,0,
01/06/24,05:30,2024-01-06 05:30:00,30.12,47,57,0,
01/06/24,05:46,2024-01-06 05:46:00,30.12,47,58,0,
01/06/24,06:01,2024-01-06 06:01:00,30.12,46,57,0,
01/06/24,06:30,2024-01-06 06:30:00,30.13,47,54,0,
01/06/24,06:46,2024-01-06 06:46:00,30.14,47,53,0,
01/06/24,07:01,2024-01-06 07:01:00,30.14,47,53,0,
